,Area name,Area code,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23
68,Sefton,E08000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,6.0,7.0,8.0,12.0,14.0,16.0,20.0,27.0,34.0,52.0,64.0,80.0,92.0,104.0,123.0,156.0,184.0,216.0,260.0,293.0,320.0,356.0,394.0,427.0,460.0,474.0,501.0,522.0,554.0,583.0,615.0,633.0,658.0,670.0,682.0,695.0,699.0,699.0
69,Wirral,E08000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,5.0,6.0,8.0,8.0,10.0,10.0,10.0,11.0,13.0,16.0,21.0,28.0,38.0,44.0,55.0,70.0,83.0,105.0,123.0,139.0,157.0,209.0,253.0,295.0,338.0,385.0,433.0,481.0,521.0,551.0,586.0,613.0,648.0,694.0,732.0,758.0,788.0,807.0,834.0,846.0,847.0,847.0
70,Barnsley,E08000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,7.0,7.0,9.0,12.0,17.0,18.0,22.0,29.0,42.0,58.0,68.0,89.0,104.0,118.0,131.0,146.0,179.0,205.0,219.0,228.0,240.0,242.0,255.0,276.0,292.0,311.0,336.0,360.0,381.0,413.0,440.0,451.0,460.0,476.0,484.0,488.0,488.0,495.0,495.0
71,Doncaster,E08000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,7.0,11.0,15.0,15.0,23.0,26.0,35.0,46.0,55.0,59.0,78.0,94.0,113.0,127.0,144.0,155.0,171.0,178.0,178.0,179.0,187.0,202.0,227.0,231.0,239.0,247.0,256.0,259.0,279.0,300.0,318.0,324.0,324.0,325.0,326.0,326.0
72,Rotherham,E08000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,8.0,10.0,12.0,15.0,19.0,28.0,38.0,50.0,59.0,75.0,85.0,101.0,128.0,155.0,184.0,206.0,221.0,239.0,250.0,259.0,267.0,288.0,309.0,328.0,350.0,360.0,384.0,419.0,439.0,469.0,483.0,504.0,525.0,530.0,530.0,537.0,537.0
73,Sheffield,E08000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,6.0,6.0,9.0,12.0,12.0,18.0,18.0,20.0,24.0,30.0,36.0,50.0,63.0,81.0,107.0,132.0,169.0,212.0,273.0,332.0,380.0,427.0,454.0,519.0,581.0,656.0,766.0,829.0,882.0,925.0,967.0,1033.0,1097.0,1146.0,1196.0,1249.0,1306.0,1358.0,1392.0,1462.0,1510.0,1586.0,1633.0,1669.0,1726.0,1741.0,1747.0,1751.0,1751.0
74,Newcastle upon Tyne,E08000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,9.0,13.0,13.0,19.0,22.0,27.0,35.0,44.0,49.0,67.0,87.0,106.0,125.0,145.0,157.0,187.0,206.0,240.0,281.0,312.0,344.0,367.0,391.0,430.0,470.0,500.0,541.0,570.0,590.0,607.0,627.0,657.0,674.0,695.0,713.0,730.0,747.0,764.0,781.0,781.0
75,North Tyneside,E08000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,6.0,6.0,7.0,8.0,11.0,14.0,17.0,17.0,19.0,23.0,27.0,31.0,37.0,48.0,65.0,72.0,75.0,94.0,129.0,143.0,156.0,180.0,198.0,230.0,256.0,274.0,290.0,298.0,314.0,321.0,335.0,346.0,357.0,367.0,379.0,396.0,400.0,407.0,412.0,412.0
76,South Tyneside,E08000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,6.0,8.0,8.0,10.0,15.0,19.0,21.0,28.0,29.0,34.0,47.0,60.0,69.0,82.0,99.0,111.0,126.0,149.0,168.0,187.0,199.0,217.0,229.0,238.0,254.0,281.0,303.0,333.0,357.0,370.0,377.0,402.0,419.0,425.0
77,Sunderland,E08000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,6.0,9.0,12.0,17.0,19.0,25.0,43.0,53.0,64.0,73.0,77.0,88.0,117.0,163.0,206.0,243.0,291.0,337.0,386.0,446.0,495.0,546.0,593.0,630.0,677.0,706.0,740.0,770.0,820.0,844.0,882.0,915.0,943.0,999.0,1020.0,1026.0
78,Birmingham,E08000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,9.0,15.0,22.0,36.0,43.0,55.0,70.0,94.0,126.0,161.0,213.0,243.0,269.0,334.0,401.0,460.0,554.0,624.0,704.0,809.0,932.0,1063.0,1171.0,1273.0,1353.0,1435.0,1505.0,1569.0,1654.0,1742.0,1803.0,1868.0,1899.0,1949.0,1994.0,2076.0,2155.0,2235.0,2324.0,2383.0,2434.0,2473.0,2482.0,2483.0
79,Coventry,E08000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,7.0,7.0,7.0,7.0,13.0,17.0,21.0,26.0,27.0,36.0,42.0,53.0,72.0,88.0,107.0,120.0,138.0,155.0,178.0,207.0,235.0,255.0,277.0,295.0,305.0,330.0,352.0,362.0,387.0,402.0,417.0,438.0,456.0,469.0,491.0,507.0,527.0,539.0,544.0,566.0,567.0,567.0
80,Dudley,E08000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,8.0,9.0,11.0,15.0,18.0,20.0,26.0,36.0,47.0,53.0,62.0,79.0,92.0,109.0,133.0,147.0,164.0,188.0,216.0,238.0,256.0,286.0,302.0,329.0,349.0,367.0,386.0,402.0,415.0,443.0,463.0,475.0,491.0,501.0,525.0,561.0,580.0,608.0,620.0,634.0,643.0,643.0
81,Sandwell,E08000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,11.0,15.0,20.0,22.0,29.0,47.0,53.0,60.0,73.0,95.0,112.0,129.0,143.0,162.0,180.0,209.0,244.0,279.0,309.0,346.0,377.0,396.0,420.0,443.0,471.0,505.0,530.0,566.0,578.0,596.0,630.0,660.0,698.0,731.0,756.0,778.0,799.0,821.0,831.0,831.0
82,Solihull,E08000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,10.0,14.0,18.0,21.0,30.0,45.0,61.0,78.0,95.0,124.0,137.0,151.0,168.0,183.0,208.0,228.0,251.0,261.0,273.0,292.0,306.0,325.0,347.0,360.0,367.0,377.0,396.0,415.0,426.0,436.0,447.0,454.0,476.0,476.0,476.0
83,Walsall,E08000030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,14.0,16.0,18.0,22.0,23.0,27.0,32.0,40.0,49.0,61.0,71.0,90.0,106.0,122.0,141.0,160.0,195.0,216.0,243.0,273.0,309.0,357.0,384.0,410.0,427.0,460.0,493.0,512.0,544.0,565.0,574.0,587.0,609.0,631.0,650.0,673.0,706.0,718.0,725.0,742.0,753.0,753.0
84,Wolverhampton,E08000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,5.0,8.0,13.0,18.0,29.0,37.0,40.0,44.0,59.0,65.0,72.0,87.0,98.0,103.0,112.0,136.0,147.0,160.0,186.0,204.0,216.0,237.0,260.0,279.0,296.0,307.0,327.0,337.0,359.0,374.0,406.0,425.0,450.0,460.0,469.0,497.0,514.0,530.0,555.0,582.0,598.0,610.0,632.0,640.0,640.0
85,Bradford,E08000032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,7.0,7.0,7.0,10.0,12.0,12.0,14.0,17.0,20.0,26.0,35.0,42.0,52.0,72.0,86.0,106.0,129.0,149.0,170.0,189.0,213.0,234.0,262.0,297.0,330.0,367.0,395.0,413.0,430.0,452.0,465.0,482.0,521.0,537.0,569.0,589.0,596.0,616.0,638.0,647.0
86,Calderdale,E08000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,9.0,10.0,14.0,20.0,26.0,31.0,40.0,52.0,57.0,63.0,74.0,86.0,94.0,97.0,107.0,113.0,122.0,128.0,139.0,142.0,150.0,156.0,163.0,175.0,180.0,188.0,192.0,194.0,198.0,201.0,204.0
87,Kirklees,E08000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,6.0,7.0,12.0,14.0,18.0,21.0,24.0,28.0,34.0,44.0,55.0,65.0,74.0,89.0,108.0,127.0,151.0,173.0,194.0,208.0,220.0,248.0,274.0,295.0,310.0,322.0,337.0,343.0,362.0,386.0,398.0,417.0,428.0,440.0,451.0,457.0,465.0,466.0
88,Leeds,E08000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,8.0,8.0,11.0,12.0,12.0,12.0,14.0,15.0,18.0,22.0,28.0,35.0,41.0,52.0,68.0,86.0,97.0,118.0,139.0,165.0,186.0,213.0,237.0,268.0,298.0,335.0,352.0,388.0,437.0,502.0,547.0,589.0,636.0,671.0,709.0,737.0,772.0,825.0,877.0,927.0,960.0,993.0,1032.0,1048.0,1049.0
89,Wakefield,E08000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,10.0,12.0,14.0,19.0,26.0,33.0,44.0,58.0,65.0,78.0,89.0,100.0,116.0,133.0,150.0,178.0,189.0,210.0,234.0,257.0,282.0,295.0,309.0,317.0,335.0,350.0,365.0,384.0,395.0,407.0,420.0,427.0,439.0,441.0,441.0
90,Gateshead,E08000037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,10.0,17.0,18.0,28.0,32.0,45.0,53.0,83.0,102.0,135.0,158.0,177.0,208.0,228.0,270.0,314.0,358.0,394.0,427.0,453.0,473.0,493.0,518.0,539.0,553.0,573.0,598.0,614.0,628.0,654.0,668.0
91,City of London,E09000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,8.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,16.0,16.0
92,Barking and Dagenham,E09000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,8.0,9.0,10.0,15.0,19.0,24.0,29.0,33.0,42.0,52.0,60.0,71.0,83.0,94.0,101.0,113.0,124.0,135.0,146.0,164.0,185.0,207.0,222.0,228.0,244.0,255.0,277.0,295.0,310.0,320.0,324.0,339.0,356.0,369.0,380.0,390.0,399.0,404.0,415.0,423.0,428.0,428.0
93,Barnet,E09000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,7.0,8.0,9.0,9.0,10.0,13.0,16.0,27.0,32.0,38.0,44.0,54.0,65.0,72.0,86.0,112.0,133.0,151.0,176.0,206.0,245.0,290.0,345.0,399.0,433.0,463.0,505.0,550.0,587.0,652.0,690.0,728.0,768.0,805.0,849.0,898.0,932.0,953.0,973.0,990.0,1012.0,1032.0,1053.0,1066.0,1080.0,1092.0,1101.0,1110.0,1119.0,1119.0
94,Bexley,E09000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,13.0,17.0,20.0,21.0,25.0,31.0,36.0,41.0,49.0,53.0,63.0,80.0,93.0,112.0,123.0,142.0,152.0,166.0,181.0,201.0,230.0,247.0,272.0,294.0,312.0,336.0,376.0,392.0,408.0,422.0,435.0,441.0,451.0,474.0,486.0,507.0,518.0,527.0,542.0,555.0,560.0,560.0
95,Brent,E09000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,10.0,20.0,30.0,33.0,40.0,48.0,58.0,81.0,103.0,125.0,146.0,164.0,190.0,236.0,264.0,310.0,354.0,402.0,434.0,487.0,544.0,589.0,644.0,702.0,758.0,807.0,844.0,881.0,909.0,952.0,980.0,1020.0,1042.0,1068.0,1094.0,1128.0,1154.0,1188.0,1218.0,1242.0,1256.0,1272.0,1276.0,1276.0
96,Bromley,E09000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,10.0,16.0,20.0,26.0,34.0,40.0,49.0,62.0,68.0,86.0,102.0,126.0,161.0,191.0,216.0,245.0,275.0,307.0,329.0,368.0,412.0,461.0,498.0,528.0,561.0,587.0,624.0,660.0,703.0,734.0,757.0,780.0,791.0,822.0,842.0,866.0,891.0,913.0,925.0,934.0,946.0,953.0,953.0
97,Camden,E09000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,8.0,10.0,20.0,25.0,30.0,31.0,34.0,37.0,41.0,51.0,56.0,62.0,77.0,88.0,103.0,123.0,145.0,173.0,193.0,204.0,210.0,227.0,245.0,264.0,289.0,308.0,330.0,346.0,363.0,382.0,404.0,421.0,431.0,440.0,448.0,461.0,470.0,490.0,500.0,510.0,524.0,529.0,536.0,537.0,537.0
98,Croydon,E09000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,7.0,15.0,19.0,33.0,39.0,52.0,73.0,88.0,97.0,122.0,147.0,171.0,207.0,234.0,277.0,321.0,363.0,385.0,411.0,467.0,514.0,569.0,649.0,697.0,742.0,778.0,820.0,865.0,921.0,964.0,989.0,1011.0,1037.0,1063.0,1111.0,1147.0,1178.0,1197.0,1221.0,1229.0,1252.0,1253.0,1253.0
99,Ealing,E09000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,6.0,7.0,8.0,8.0,13.0,23.0,27.0,30.0,32.0,40.0,54.0,63.0,81.0,99.0,115.0,126.0,144.0,173.0,207.0,243.0,273.0,310.0,330.0,355.0,383.0,422.0,448.0,489.0,519.0,545.0,559.0,589.0,633.0,669.0,699.0,744.0,770.0,790.0,823.0,850.0,892.0,908.0,925.0,938.0,949.0,968.0,973.0,973.0
100,Enfield,E09000010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,9.0,11.0,17.0,21.0,28.0,30.0,32.0,44.0,51.0,66.0,86.0,94.0,112.0,133.0,157.0,178.0,193.0,208.0,228.0,237.0,263.0,289.0,316.0,342.0,368.0,387.0,399.0,433.0,466.0,497.0,527.0,552.0,573.0,595.0,609.0,644.0,655.0,673.0,703.0,713.0,720.0,744.0,755.0,755.0
101,Greenwich,E09000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,8.0,14.0,19.0,21.0,27.0,32.0,46.0,58.0,64.0,78.0,96.0,102.0,115.0,132.0,151.0,162.0,180.0,196.0,208.0,221.0,251.0,280.0,303.0,326.0,339.0,360.0,397.0,413.0,436.0,454.0,468.0,479.0,492.0,503.0,532.0,546.0,555.0,563.0,569.0,573.0,582.0,587.0,587.0
102,Hackney,E09000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,6.0,14.0,20.0,23.0,28.0,30.0,36.0,43.0,48.0,56.0,65.0,70.0,84.0,104.0,124.0,140.0,163.0,178.0,190.0,204.0,222.0,253.0,285.0,323.0,348.0,372.0,392.0,415.0,442.0,459.0,475.0,489.0,504.0,514.0,522.0,529.0,541.0,547.0,556.0,561.0,566.0,578.0,580.0,580.0
